fileName,IntervalName,duration,start,end
000001.TextGrid,sil,0.27958612055419324,0,0.27958612055419324
000001.TextGrid,k,0.12670506851255176,0.27958612055419324,0.406291189066745
000001.TextGrid,a2,0.11022310838083771,0.406291189066745,0.5165142974475827
000001.TextGrid,er2,0.09786163828205219,0.5165142974475827,0.6143759357296349
000001.TextGrid,p,0.1287653135290161,0.6143759357296349,0.743141249258651
000001.TextGrid,u3,0.1565786212512834,0.743141249258651,0.8997198705099344
000001.TextGrid,p,0.07519894310094544,0.8997198705099344,0.9749188136108798
000001.TextGrid,ei2,0.14008118638912015,0.9749188136108798,1.115
000001.TextGrid,uai4,0.21235920455136426,1.115,1.3273592045513642
000001.TextGrid,s,0.09477127075735581,1.3273592045513642,1.42213047530872
000001.TextGrid,uen1,0.1916027865311758,1.42213047530872,1.6137332618398958
000001.TextGrid,uan2,0.18126673816010408,1.6137332618398958,1.795
000001.TextGrid,h,0.08870327569552217,1.795,1.883703275695522
000001.TextGrid,ua2,0.1730605813829973,1.883703275695522,2.0567638570785194
000001.TextGrid,t,0.13597617108664117,2.0567638570785194,2.1927400281651606
000001.TextGrid,i1,0.20302235154739545,2.1927400281651606,2.395762379712556
000001.TextGrid,sil,0.26423762028744413,2.395762379712556,2.66
